gene	Adult_Hind_Gut	Adult_Mid_Gut	Adult_Accessory_gland	Adult_Brain	Adult_Crop	Larval_Wandering_fat_body	Adult_Head	Larvae_Wandering_Tubules	Adult_Ovary	Adult_Testes	Adult_Salivary_Gland	Adult_Carcass	Adult_Thoracoabdominal_ganglion	Larval_Feeding_Hind_Gut	Larval_Feeding_Mid_Gut	Larval_Feeding_Salivary_Gland	Adult_Female_Spermatheca_Mated	Adult_Female_Spermatheca_Virgin	Larval_Feeding_Malpighian_Tubule	Larval_Feeding_Fatbody	Larval_Feeding_Carcass	Larval_Feeding_Central_Nevous_System	Larval_Feeding_Trachea	Adult_Fatbody	Adult_Eye	Adult_Heart	Adult_Male_Ejaculatory_Duct	Adult_Trachea	Adult_Thoracic_Muscle	Adult_Wings
FBgn0000250	9.777125876	8.776226564	8.533569709	7.808626	11.63260177	9.247942582	8.920494803	9.74327055	10.12864789	7.233383724	9.251039618	9.252240376	7.983774507	8.815000692	8.391763661	9.99915594	9.587187113	9.776200159	8.550326919	8.803142615	9.864014642	7.924464219	8.913401544	9.126543538	8.328587707	9.472199758	10.05408057	9.520298852	9.535373498	10.40863979
FBgn0000251	10.39130262	9.951286913	0.0001	0.0001	0.0001	4.822220583	0.0001	12.53001439	12.15028126	9.837048096	0.0001	0.0001	3.447430708	10.47702204	10.29180792	0.0001	0.0001	3.938333689	12.77170729	0.0001	4.920116894	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.804771856	0.0001	0.0001
FBgn0000253	9.036511452	8.867619844	8.714021502	12.43183004	8.878287481	8.288426553	11.45155734	8.491555217	7.843117789	8.19177982	8.478551086	9.48584189	12.27540102	8.692780199	8.198134366	8.796040682	8.760558644	8.600677445	8.351412582	8.063050692	9.19332679	12.33668978	8.946525135	8.6975489	12.16320456	8.905715944	8.999583722	11.1703071	8.998287021	11.67857022
FBgn0000256	9.781861718	10.17974257	7.066999155	9.007986736	6.194911635	7.89765437	7.305488265	7.510030471	7.60446006	11.93688666	0.0001	7.170053421	9.380284848	8.876487832	9.610092347	0.0001	8.563714345	8.874276745	6.861687343	8.451827308	6.216791175	6.912781179	5.971036455	9.376542011	8.568313861	7.923183696	5.793290091	6.620576136	0.0001	5.879873495
FBgn0000257	6.567801119	6.602429146	6.8963451	8.505475072	7.083928176	6.882199428	7.253937635	6.996418252	5.169753217	2.843700474	7.786194028	5.943718313	8.617883819	7.273524719	7.257318117	7.366386312	7.409823084	7.281166202	7.39492971	7.612697732	7.293940094	8.484495221	6.805580477	7.429696525	7.335123314	7.748342308	7.756218505	7.592007474	6.649505518	6.105333269
FBgn0000258	11.09041109	11.01835975	11.66533225	11.78539775	11.12604207	11.39126562	11.04948631	11.32755764	12.67130037	11.18876712	11.80034377	10.87792271	11.71361709	11.6968396	10.97442897	12.11256628	10.81728091	10.80488781	11.15467819	11.43658047	11.72914536	12.47868921	11.89735399	11.29842055	11.46187341	11.16692063	11.3048158	11.16262611	11.39748246	11.24073426
FBgn0000259	5.867765205	6.460112548	6.699017605	6.457885222	6.417927269	6.915651485	5.22466768	6.799874213	8.285730574	5.385992295	6.154549697	5.707323029	5.976591868	6.588674224	6.276996471	7.428119461	5.508051832	5.357948581	6.698529826	7.344300548	7.441503263	8.132892773	7.999205571	5.839392478	5.620431409	5.993300161	5.178810601	5.944044974	6.257909715	5.881608374
FBgn0000261	11.3229653	11.40551401	9.225813052	8.627218308	12.02481043	13.26103423	11.88323689	13.85530707	8.119992243	10.54652906	9.517755034	13.5677516	8.520096079	9.650683553	11.23147578	9.768842518	10.71451903	11.06814716	13.38662774	13.20850604	12.24847987	8.384510191	11.73113699	13.44252026	9.933199184	13.41206058	11.47474838	13.92141019	11.39771138	11.04596929
FBgn0000273	8.120048731	6.962324234	6.548021282	9.260724488	7.224625914	5.556681212	6.978553972	8.342033303	7.411343378	4.369302382	8.022649238	6.950711209	8.640365889	7.822489157	6.806490037	8.487155978	5.091102065	4.740455715	8.526465393	6.281209133	8.987704042	8.197093116	8.852391079	6.406110659	8.244139885	8.009434004	7.128179547	8.379249653	8.257312059	8.066515831
FBgn0000274	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.99001619	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000278	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.670220202	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.527956115	8.80468783	0.0001	2.677333139	0.0001	0.0001	0.0001	5.345767208	6.458795087	0.0001	0.0001	5.252774705
FBgn0000279	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.011523124	0.0001	0.0001	0.0001	10.46418852	0.0001	0.0001	0.0001	0.0001	11.90353902	0.0001	0.0001	0.0001	9.229291345	0.0001	0.0001	0.0001	0.0001	0.0001	6.566797363	0.0001	0.0001	0.0001	3.944254667
FBgn0000283	9.672832383	9.612006137	9.760579681	10.77517794	10.04793195	9.668655235	9.727616021	9.609982249	11.98982097	7.231183508	10.37030414	9.527045727	10.00355577	9.623399553	9.288384633	10.62769492	9.750106667	9.672880845	9.518261502	9.698392875	9.873685913	12.00265278	10.64301419	9.620904744	9.623908259	9.729087795	9.439738435	9.822413989	10.07096225	9.962246342
FBgn0000286	6.584240155	6.008982511	8.034834468	9.258481592	7.972885437	7.802008192	7.872406661	7.181843316	4.195878561	0.0001	7.143014649	7.884136115	8.482953009	6.696388277	6.73726101	7.366499868	7.2901126	7.141166128	6.685364806	7.414074283	7.519663244	8.598598877	6.140039633	7.937865395	6.679159538	6.534239104	7.431945021	7.584301246	9.553023533	7.593463099
FBgn0000287	0.0001	0.0001	0.0001	5.046820439	0.0001	0.0001	3.73483952	0.0001	0.0001	8.524185492	0.0001	0.0001	5.182705779	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.41615584	6.662141401	0.0001	5.063029542	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000289	4.955389003	4.464316298	4.895532246	7.1838298	5.156014757	4.955396824	4.056605143	4.890557187	8.261486991	3.663168787	6.200818551	4.739574383	6.0908706	4.72180634	3.839393269	7.561675514	6.244411369	6.306279864	5.026368534	5.251681964	5.086763077	6.583557516	6.898155034	5.041679148	5.91151981	4.994047415	3.985087068	6.271559266	4.994565159	5.561132495
FBgn0000299	5.626263822	0.0001	4.881702902	9.847296205	5.77612976	10.49461575	9.436408516	5.296537063	7.395385292	5.048774219	0.0001	10.74147058	10.77634326	8.934358354	0.0001	7.418994398	11.2473412	10.7108959	5.480125527	11.82145371	9.613236815	8.492236431	8.643048509	11.39085468	6.486495477	12.13327119	6.989716001	12.12135811	9.560618753	10.14655483
FBgn0000308	11.36700945	11.49887739	11.57254904	10.71919744	12.16689516	12.56138671	11.10494335	12.33753162	11.72532443	11.06426145	10.98178022	10.48651652	10.66280095	12.42266245	12.50930721	12.69676446	10.77080807	10.39566587	11.89878959	12.13220956	12.76811379	12.93456378	12.60032109	10.07833085	11.91761604	11.36392955	11.4284423	11.50126297	10.95431221	11.86391802
FBgn0000313	0.0001	0.0001	9.53145039	3.684311863	0.0001	0.0001	12.58067001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.796500204	0.0001	0.0001	13.43045656	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000317	8.954791104	7.969108812	8.696480586	4.669946036	8.646341538	6.438695627	7.686891834	8.720793249	9.734211161	4.799100526	8.582699917	7.586197242	5.124006188	9.956315744	8.820260866	8.327698123	8.861281134	9.064994151	9.345079529	8.215185699	8.259610723	6.229127998	8.177885386	8.766423848	8.26430974	7.851182919	9.880608797	7.144115793	7.702477799	8.9212279
FBgn0000318	11.23740006	11.90020248	9.776327894	10.35949541	12.20602795	10.78853725	11.09619979	12.51081711	10.48605748	11.28024682	10.87732413	10.4455735	9.937181835	11.35462343	10.79980723	10.90740976	8.319325476	8.818372679	12.71323837	10.3849231	11.01802949	10.59786969	12.23508404	10.0865986	12.09568283	11.60490853	10.92163426	10.70350184	10.84632539	10.97742844
FBgn0000319	12.24883943	11.5103506	11.49594007	12.03253485	11.71181669	12.08061122	11.33007798	12.62029584	11.67468249	9.755248922	12.16731595	11.23959457	12.20285749	12.3155092	11.91334283	12.71336661	11.80993853	11.75282201	12.2895474	11.75154559	11.71281838	12.12044887	12.11689884	11.13264213	11.53922968	12.57433659	11.83687372	12.58365841	11.95503746	11.78090745
FBgn0000320	0.0001	0.0001	0.0001	4.007797265	0.0001	4.819518536	8.457119438	0.0001	5.791352375	7.221248947	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.318753953	8.050470549	3.076547045	0.0001	9.632966697	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000326	6.949562431	7.226561316	0.0001	6.037298448	7.776163179	7.944403357	6.550718113	7.108417841	5.825676339	0.0001	5.774179004	7.796043529	7.181911304	6.077189511	8.012241075	5.358736506	7.489347415	7.594536898	7.989726282	9.533942543	7.048629394	5.128111132	6.151832476	8.788405076	6.641752656	8.345218094	6.936819339	6.794513533	6.320325538	7.074121088
FBgn0000330	5.980059156	4.60070413	6.560030853	6.378416912	5.257270752	6.978158426	5.679765313	6.073152169	6.206306315	4.382158804	0.0001	0.0001	6.289988343	5.690788503	0.0001	0.0001	4.707256452	4.67279271	5.929698003	6.824407728	0.0001	5.730743628	5.973623557	4.974454836	6.56848286	5.79691756	6.687074933	0.0001	0.0001	5.402668229
FBgn0000339	10.68629847	10.75298079	8.527700961	9.189529954	9.602031637	10.42098585	9.736381415	11.41851665	9.018800016	9.191381675	9.321532954	10.07201341	9.154680269	10.39109997	10.32970446	9.742752896	8.691508402	8.76902016	11.09945361	9.892064974	10.29802786	9.795994564	10.18492188	10.34312657	10.56455621	10.36675967	9.856114376	9.649775863	10.67318609	10.41952371
FBgn0000346	0.0001	0.0001	0.0001	12.89897377	0.0001	0.0001	11.51139192	0.0001	6.877318745	9.460463302	0.0001	6.590050251	13.3875674	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.64759979	3.674857023	0.0001	11.89180327	0.0001	0.0001	0.0001	0.0001	9.482355293
FBgn0000351	0.0001	0.0001	2.866026314	2.122152957	0.0001	0.0001	0.0001	0.0001	8.247738971	1.906272302	0.0001	0.0001	2.594579075	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.519469135	2.195539757	0.0001	0.0001	2.801133388	0.0001	0.0001	0.0001	2.485948491
FBgn0000352	4.708297665	5.267363019	0.0001	9.773848612	6.31439325	6.89929601	7.121136686	5.295432091	9.825436426	3.975580242	0.0001	0.0001	8.447676389	5.716000779	5.395627903	5.679006724	6.574808525	6.736881097	4.998413083	7.373847646	7.670096055	10.00234986	8.704029771	5.497039924	6.278924984	6.34297911	0.0001	6.672573781	0.0001	4.529762375
FBgn0000355	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.86726053	3.997155892	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.550277679
FBgn0000356	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.0271344	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000357	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.41142811	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000358	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.380219	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.327510789	0.0001	0.0001
FBgn0000359	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.90860472	0.0001	0.0001	5.836737909	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.779075748	0.0001	0.0001
FBgn0000360	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.87869896	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.454310998	0.0001	0.0001
FBgn0000370	12.8970775	12.01225089	12.65385838	12.6417014	13.24069852	12.94486853	13.24660645	12.61409396	11.40054445	10.77494515	13.57220174	12.72541224	12.81128219	13.15097893	12.56502111	13.04264754	12.51857211	12.64830761	12.80128855	13.14565441	13.08762876	12.99205866	13.44215102	12.83590274	13.64539795	12.80347436	13.13372953	12.95969988	11.99006025	13.42704629
FBgn0000376	5.417834271	4.983603321	6.316188901	6.644902198	5.940225769	4.408949105	5.50796169	5.101063559	9.433286614	0.0001	6.468814623	6.010964693	6.622909857	5.456936659	5.425131225	6.051264893	4.883690341	5.11019814	5.339669845	4.55995924	5.782321191	7.324185827	5.226392563	5.662776302	4.62430654	3.720706475	0.0001	3.818855735	5.786964511	3.628020333
FBgn0000377	7.792229793	7.585231253	8.326705765	7.508636026	7.908925736	7.567277387	7.481866652	8.140520341	8.138800306	4.805198489	8.221638553	7.473658486	7.597256635	7.711289934	7.525367105	8.136333317	8.528149504	8.447453708	8.002379486	8.715795153	7.951979997	9.176772153	8.067303575	8.407608443	8.282786917	7.684986166	8.290079402	6.949281224	0.0001	7.526803978
FBgn0000382	9.630148282	8.228618039	9.644340259	10.12715176	9.924702464	7.064023728	9.72638272	8.302122514	9.200206593	6.08441882	9.645978484	9.471905439	9.668659219	9.156824664	8.348413776	8.526740749	9.91788476	9.899173233	7.957956517	7.588704809	8.550381325	8.544672077	9.141438321	9.944661114	9.418906754	8.784523532	10.39857134	10.68782645	10.04032458	10.82188141
FBgn0000384	7.073125393	7.544549949	8.660378283	7.362696726	7.599483059	8.552844155	6.978195421	7.984844847	11.09042207	6.646690271	8.075386093	6.966395575	7.175811774	8.214624137	8.649143304	8.523821056	7.887647976	8.055750535	7.814541105	8.606936193	8.527317591	8.968396558	7.116491947	8.513855078	6.091564141	5.972789711	8.24919569	7.619232547	7.626178768	7.102060674
FBgn0000392	5.980877433	6.395977977	0.0001	0.0001	0.0001	7.635205964	0.0001	7.009232854	12.0260628	12.25337866	6.833294544	6.461073175	0.0001	6.402507931	6.364721639	6.688792226	6.585186671	0.0001	7.564426792	6.8389084	6.565774711	5.592427135	0.0001	6.495800341	0.0001	0.0001	0.0001	6.674061958	0.0001	6.197521896
FBgn0000394	10.29753195	6.618793598	8.466058821	7.165755075	11.3616175	7.881954729	9.880998044	6.516325506	8.097413877	5.029392056	7.026639506	9.398194569	7.512328543	9.711194332	6.619683333	6.846321407	8.123337209	8.094491071	6.671711976	7.759868774	9.331604153	7.884795525	10.65811177	8.921156726	9.19226099	8.138364667	8.815803959	10.66349858	8.064776561	11.07158067
FBgn0000395	3.909817355	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.246677904	0.0001	0.0001	0.0001	0.0001	3.932195215	0.0001	0.0001	0.0001	0.0001	0.0001	4.203033821	0.0001	3.915118304	0.0001	3.7719559	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.487798885
FBgn0000404	0.0001	3.810550505	0.0001	3.138693901	3.575790562	6.447525025	3.050634777	3.894286123	13.55878735	8.821904612	0.0001	5.405499052	3.349830944	6.207785779	4.365640059	6.077915476	0.0001	4.867568171	3.237427915	5.816510467	5.841447755	10.91366717	8.292424328	3.906063335	0.0001	0.0001	0.0001	5.173943019	0.0001	4.904321076
FBgn0000405	3.835173034	0.0001	0.0001	0.0001	4.425183278	5.098378875	0.0001	0.0001	13.89095105	5.899765775	0.0001	6.806220408	0.0001	4.639015663	5.933596787	0.0001	4.141271134	6.69254226	0.0001	4.788950565	7.04535081	11.23110402	7.576936908	5.184604476	0.0001	0.0001	0.0001	7.305978035	0.0001	5.807324299
FBgn0000406	10.4173559	6.013575898	0.0001	7.933436645	6.528098809	11.33989493	13.19390669	10.67570059	0.0001	0.0001	0.0001	13.4459031	7.706960054	8.47848245	10.22436699	5.28540664	13.64786711	13.82383126	11.96479891	12.89030449	0.0001	0.0001	5.173479272	13.80833667	12.46630083	13.31728274	11.54640661	12.93819171	10.80301072	9.933930113
FBgn0000409	13.69396371	12.70702367	11.05085554	13.69697478	12.85761111	8.593188982	12.97494727	10.4384668	12.63372816	9.60052338	12.66963456	13.87252122	13.77734459	12.98939981	12.66740852	11.91508356	12.21171767	12.08214192	12.65917186	11.0530453	12.75073292	12.8197135	11.46713785	12.96034866	12.53873817	12.99510196	12.06785485	12.98242844	14.43608151	13.16057438
FBgn0000411	8.532198622	0.0001	0.0001	9.999280228	4.876775045	0.0001	6.841269992	0.0001	0.0001	5.19346625	12.03231452	0.0001	5.871967543	10.82977281	0.0001	9.583752157	0.0001	0.0001	0.0001	0.0001	4.123460665	9.890720491	0.0001	0.0001	3.290638943	0.0001	0.0001	6.76062691	0.0001	0.0001
FBgn0000412	9.976060636	9.769002082	10.83610116	11.50476163	10.0990676	10.49876401	10.38607181	10.78706492	12.01927927	11.43008227	10.72343308	9.117837207	11.15835532	10.95108327	10.22600285	11.43628186	10.48324271	10.42141364	10.49265721	10.28791557	10.80438949	13.29849679	11.82840741	10.13516278	11.16300512	10.16790548	10.29691437	10.20590126	8.332373238	10.45116184
FBgn0000413	9.639958071	9.806977533	10.29777355	10.5631304	10.25352823	9.893937302	9.531291531	9.83580367	11.461966	9.707582309	10.31411324	9.429742739	9.991126234	9.752360323	10.08066155	10.32510447	10.58944416	10.36940996	9.368239882	9.102484721	9.985880651	10.53627975	10.63234196	9.597602611	10.39304873	10.00501397	9.230373194	10.20342503	10.29550844	10.40838606
FBgn0000414	8.222697626	0.0001	5.471226516	9.469400602	9.183709795	0.0001	7.057296981	5.12856315	6.904732339	2.714715749	7.889456333	4.525221772	8.977568734	6.693542117	0.0001	3.626386384	0.0001	0.0001	7.099941252	0.0001	6.203997506	7.963961202	6.080008738	4.354075831	7.538109529	7.08363857	0.0001	6.419172587	0.0001	5.761324139
FBgn0000416	13.01613293	13.21359955	12.80048757	12.17108457	12.67707569	12.64957002	13.08063604	13.89108847	12.39408806	11.90315913	13.51690642	13.19999164	12.11334725	13.32711053	13.65588213	12.54161334	13.43158386	13.59053214	13.29293275	12.6928176	12.88910351	11.62152271	12.30518143	13.55763621	13.14807002	13.52249596	13.49273155	13.40314981	12.5216828	12.98243156
FBgn0000422	6.474264599	7.119527888	0.0001	11.3593345	6.218516864	0.0001	8.869883039	0.0001	0.0001	7.10658641	0.0001	8.901580197	10.62960662	8.53833847	0.0001	0.0001	5.409726105	4.686968698	0.0001	0.0001	12.05673172	7.838615732	10.0387902	0.0001	9.12470959	0.0001	0.0001	8.844494485	6.350472564	11.81840027
FBgn0000426	6.936698165	7.794114586	9.201727262	6.579541988	7.152903507	7.720765088	6.610051836	7.422120025	10.47121992	8.273053888	7.069452557	6.330760282	6.721459538	7.798209689	7.172705658	9.502498872	8.528803863	8.255419453	7.837888543	8.289791958	8.532773324	10.93793922	9.897147815	6.72576346	6.514988975	7.206346998	7.928070503	6.629346667	0.0001	7.82330618
FBgn0000427	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	12.33838352	3.153148828	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.94104906	0.0001	0.0001
FBgn0000439	0.0001	0.0001	0.0001	3.703182405	0.0001	0.0001	8.444906897	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.484012227	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000442	9.858833813	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.430607576	0.0001	0.0001	0.0001	0.0001	3.880809397	9.621990106	0.0001	0.0001	0.0001	0.0001	10.16579754	0.0001	0.0001	0.0001	0.0001	0.0001	5.006123223	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000447	8.746310969	8.606034118	10.65526358	8.546097244	9.593505259	9.7311592	8.531559229	8.878910068	9.604354809	11.93103562	9.17919805	9.123187408	8.673113963	8.874730622	8.554182473	10.01542631	9.806459364	9.57364492	9.239510928	10.04554723	9.052775107	8.849161685	10.46303311	8.906549425	9.577818914	9.042621394	9.96995322	8.198320802	9.495790586	8.494611684
FBgn0000448	0.0001	0.0001	0.0001	7.542157262	0.0001	0.0001	3.119607246	3.52155435	0.0001	0.0001	0.0001	0.0001	5.957162632	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.820835073	0.0001	0.0001	0.0001	0.0001	3.914795241
FBgn0000449	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0000451	9.11470284	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.815503298	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.54808217	0.0001	8.044280519	0.0001	0.0001	0.0001	0.0001	5.683366417	0.0001	0.0001
FBgn0000454	10.50425199	11.74827952	9.697787248	11.16633562	9.18601191	11.92628751	10.2017156	13.12201359	12.33349949	11.30857696	10.41373471	9.971017189	11.3455135	11.5249984	12.40559603	10.47465517	10.19973546	10.53300938	13.05066491	11.48587693	10.94718456	9.644124179	10.65987686	10.26692435	8.789542153	11.45328706	9.217250545	11.79199045	8.552323671	10.04005325
FBgn0000455	10.23913184	11.81654449	10.17399345	9.379632893	9.807102333	10.67608482	9.476738148	12.42701683	9.281356864	8.530678112	10.11406198	9.585759268	10.1450736	10.70431402	12.48726806	10.08154193	10.91359964	11.15232472	11.88699701	10.15927628	10.03339687	9.770218728	9.883525873	10.11435775	9.810922278	11.01702867	10.48631892	10.01072013	9.896343062	9.413280283
FBgn0000459	5.042433378	4.949034153	5.486232634	6.048510249	7.073160024	0.0001	7.030585256	0.0001	0.0001	2.868863041	0.0001	5.180655535	4.702519184	6.184291816	4.166780444	0.0001	0.0001	0.0001	0.0001	0.0001	4.232726638	7.136842796	0.0001	0.0001	6.00786308	5.284944244	4.71003871	0.0001	0.0001	4.619558029
FBgn0000463	6.420651314	4.813216896	0.0001	3.048993703	3.591613692	0.0001	3.990724401	0.0001	6.623657745	2.878995411	3.489315301	3.720427152	2.790383648	5.254091272	3.570161119	3.320327733	5.160587872	4.91661401	2.86175698	0.0001	4.841255635	8.899501092	10.99217286	3.704312928	4.011435299	0.0001	3.817974986	6.026007194	4.680645656	7.589556225
